ilkHamle,ikinciHamle,ucuncuHamle,dorduncuHamle,besinciHamle,altinciHamle,yedinciHamle,sekizinciHamle,dokuzuncuHamle,onuncuHamle,sonuc 
Nf3,c5,Ng3,Nf6,d3,d5,c4,dxc4,dxc4,O-O-O+,-1
e4,b6,Nc3,e6,Be2,f5,exf5,Rxf5,O-O-O,Bf6,-1
c4,e6,Nf3,g5,O-O,g4,Ne1,b6,e3,Bf6,-1
e4,e5,Nbc3,Bc5,Nd5,Ne6,b4,Bf8,Rb1,c6,1
d4,e5,d5,f5,e4,f4,g3,Bc5,gxf4,exf4,-1
f3,e5,e4,Nfe6,c3,Nc6,Nfe3,Ne7,Bc2,f6,-1
f4,c6,f5,f6,Nc3,e6,Ng3,h5,fxe6,Ndxe6,0
e4,e5,b3,Ng6,d4,exd4,Qxd4,b6,Ng3,Bf6,-1
e4,d6,Ng3,e5,c3,Ng6,d4,b6,Nd3,h5,1
d3,d6,Nc3,Bd7,g3,Nc6,f4,Bh3,Rf3,Nf6,-1
c4,f5,d3,g5,g3,Nc6,Nc3,Bf6,f4,Qg7,1
c4,e5,e4,f5,b3,fxe4,Qxe4,Be6,d4,exd4,1
e4,e5,Nab3,Nab6,d3,h5,c3,c6,h3,Rh6,-1
f4,e6,c4,Ng6,e3,Be7,d4,c5,Bg3,f5,1
Ng3,e6,e3,c5,Be2,f5,d3,Be7,Nb3,Nb6,0
c4,c5,b3,Nc6,e3,Be5,Nc3,d6,f4,Bxc3,1
e3,d5,c4,dxc4,Rxc4,c5,Rc1,b6,f3,Nc6,-1
f3,b6,b3,Ng6,c4,e6,Ng3,Nce7,Qf2,c5,-1
b3,f6,e3,c5,c4,d5,cxd5,Qxd5,Ng3,e5,0
e4,d5,e5,e6,d4,f6,Nd3,Nce7,Qe2,Nc6,-1
e4,d5,e5,d4,f4,e6,Bf2,Nb6,Nf3,c5,1
e4,e5,Bc4,d6,Nc3,Ng6,d3,Nc6,Be3,Bd7,0
e4,Nc6,Bc4,Ng6,Ng3,b6,d3,Nge5,Bb5,e6,-1
c4,e5,h3,Ne6,Bh2,d6,Nb3,Nb6,Ne3,Nd7,1
Ng3,c5,e3,h6,Nb3,c4,Nd4,e5,Nb5,Bh7,1
d4,c5,dxc5,Rxc5,e4,d6,b4,Rc8,Bc3,Nf6,1
d3,c5,Nh3,d5,c4,dxc4,Rxc4,b5,Rc1,e5,-1
d3,Nb6,e4,d6,Nb3,f5,Be2,Bd7,exf5,Bxf5,-1
d4,d6,c3,Bf5,Bc2,Bxc2,Nxc2,Nb6,Nh3,h6,-1
g3,f5,d4,g6,d5,Nf6,c4,e6,f4,d6,0
e4,c5,Ne3,d6,f4,g6,d3,Qd7,g3,Bg7,1
g4,d6,b4,Nh6,h3,f5,Nf3,fxg4,Ng5,Bd7,1
d3,d6,Nb3,g6,e3,Nb6,Ne2,Bd7,Ba5,Bg7,1
c4,c5,Nf3,Nf6,b3,b6,d4,cxd4,Bxd4,d5,1
b3,Nf6,c4,c5,Ng3,Ne6,Nf3,b6,O-O,d5,-1
O-O-O,Nb6,d4,c5,g3,cxd4,f4,e5,fxe5,Bxe5,-1
O-O-O,g6,Nb3,e5,f3,Ne6,e4,c5,d3,Nd4,-1
f4,e6,e4,Nhg6,Qe3,f5,exf5,exf5,Nhg3,Ne6,-1
f4,c5,e4,Nhg6,Bg3,d6,Ne3,Bc6,Bg4,Nd7,1
Nc3,d5,Nf3,Nf6,d3,O-O,O-O,b6,Bf4,c5,-1
Nf3,Nf6,O-O,d6,d4,Bf5,c4,h6,Nc3,Bc2,1
b4,b5,Qa3,Rb6,Bd4,Ra6,Qd3,Ng6,Qxb5,e5,-1
Nf3,b6,e3,Bxf3+,gxf3,Qb7,Be2,a5,Ng3,Ng6,-1
d4,c5,dxc5,Rxc5,Nf3,Nf6,b3,Nc6,c4,d5,0
Nf3,c5,c4,Nf6,d3,Ne6,Bc3,d6,e4,Bd7,-1
e4,e5,b4,Ng6,Be2,a6,Ng3,b5,Nf3,Nf6,1
e4,e5,Be2,Qb4,Ng3,b5,a3,Qa4,b3,Qxa3+,0
Nb3,d5,c4,g5,cxd5,Bxb2,Rc2,Bg7,f4,Nb6,1
g3,Nc6,O-O-O,g5,d4,O-O-O,Nb3,Nb6,d5,Ne5,-1
Nb3,e5,Ng3,Nb6,O-O,c6,d4,e4,f3,e3,-1
c3,Nb6,d4,e5,e4,Ng6,h4,Nxh4,Qh5,Ng6,0
Nc3,e6,e3,Be7,Ng3,b6,Be2,O-O-O,h3,f5,1
b3,Nc6,e4,e6,Bg4,Be7,Ng3,O-O-O,O-O-O,Ng6,0
Nc3,e5,O-O-O,f6,e3,Nc6,Nf3,Nge7,Be2,Nf5,1
e4,Nc6,f4,O-O-O,Bh4,f5,exf5,Nh6,Ne3,d5,-1
Nb3,d5,Nf3,Nb6,d4,Bf5,Bf4,e6,O-O-O,Bd6,1
d4,Nb6,Bf4,g5,Bd2,Nc4,Nb3,Nxd2,Nxd2,f6,1
Nab3,d5,f3,Nd6,Bc5,Nb6,Nd3,h6,O-O,Bh7,1
Nab3,Nab6,Nc5,Nd6,d4,f6,e4,Qh5,f3,Nbc4,0
Nf3,b5,Nd3,Nf6,O-O,O-O,b4,d6,Bxf6,exf6,1
c4,b6,b4,Nf6,Nb3,O-O,Nf3,d6,Ng5,Rfe8,1
g3,b5,Bg2,Nc6,Ne3,e6,b3,Nb6,Nd3,h5,0
e3,Nd6,Nd3,g6,b3,Bg7,Nc3,Ne6,g3,b5,-1
Nc3,c5,e3,e6,Nd3,b6,h4,d5,Rh3,Nd6,0
e3,e6,Bf3,Nc6,b3,h5,c4,h4,d4,Bf6,-1
O-O,d5,e3,Ng6,d4,c6,b3,Nd6,Bh5,Bc7,0
e4,O-O,O-O,c6,d4,d5,Ng3,dxe4,Nxe4,Ng6,-1
Nd3,g6,Nc5,Nf6,g3,d6,Nb3,Nd7,a4,f5,1
Nd3,Nc6,g4,f5,gxf5,Qxf5,f4,Nd6,Nc3,g6,1
e4,c5,Nd3,b6,O-O,Nd6,e5,Nf5,Na3,Nh4,1
O-O,O-O,e4,Nd6,b3,b6,d3,e5,Bg4,h5,-1
Nc3,e5,Ng3,f6,e4,Nc6,f3,Ng6,Nf5,Nge7,0
d4,Ng6,e4,e5,dxe5,Nxe5,f4,Ng6,Ng3,f6,-1
a4,g5,a5,a6,Ne3,d5,d4,e6,g3,Bg7,1
f4,g6,g4,d5,Nd3,Nb6,e4,h5,h3,Ne6,1
Nbc3,g5,g3,Na6,Qh3,d5,Qh5,c6,O-O,Nb4,-1
g4,Ne6,Ndc3,c6,Rg3,g6,d3,d5,e3,Be5,-1
Nbc3,Na6,Ne3,c6,d3,f5,Nc4,Ne6,f4,g5,0
Na3,g5,d3,Ne6,g3,Na6,Bg2,c6,Qh1,f5,-1
Nhg3,e5,b4,d6,Rb3,b6,e4,Qa4,Bb2,Bg5,0
f4,b5,e4,e5,fxe5,Nhg6,b3,Bg5,Nf2,Nxe5,1
Nf3,c5,d3,d5,c4,d4,Ng3,Nf6,Bd2,Ne6,1
c4,Nf6,d4,Ng6,Nf3,c5,d5,d6,Bc3,Bd7,0
Ng3,f6,f3,Bf7,Nd3,O-O,a4,d5,Bf2,c6,-1
f3,f6,Bf2,Ng6,d4,Be6,O-O,O-O,Nd3,c6,0
Nb3,Nb6,f3,d5,Ne3,c5,Na5,Bc6,Nxc6+,Rxc6,0
c4,f6,Ng3,Nb6,c5,Nd5,d4,c6,Bc2,Bg6,-1
e4,Nb6,d4,d5,Qe3,dxe4,O-O-O,Qe6,Nb3,O-O-O,-1
Nb3,f5,d4,Nf7,g4,fxg4,e4,Nb6,Be2,h5,0
Nf3,Nf6,O-O,O-O,d4,c5,e4,d6,c3,b5,0
Nf3,Nf6,c4,Nc6,d4,e5,dxe5,Nxe5,O-O,O-O,0
d4,d6,e3,e6,Bf3,Nb6,Nd3,Bf6,h4,Be7,1
e3,d5,d4,Nf6,Nf3,e6,Be2,Be7,Nb3,a6,1
b3,b5,Nd3,O-O,O-O,f5,g3,Bxh1,Kxh1,d6,0
b4,O-O,g3,Nd6,Ne3,b6,Bxa8,Rxa8,O-O,Ne6,-1
d4,d5,Ne3,c6,O-O,Nd6,c3,Nd7,f3,e5,-1
c4,c5,d4,cxd4,Qxd4,Ne6,Qh4,h6,Ng3,g5,-1
Nc3,g5,d4,f5,g3,e6,Rd3,e5,d5,e4,1
g3,Nc6,f4,d5,e4,d4,Qe2,e5,Bf3,exf4,-1
Ne3,c6,b3,d5,Bb2,Nd6,c4,dxc4,bxc4,f6,1
c4,g6,d4,Qg7,Nf3,Ne6,e3,Nf6,Ng3,c5,-1
Ng3,e5,e4,f6,f3,d5,a4,d4,c3,Bc5,1
e4,Ng6,f3,d5,exd5,f6,c4,e6,dxe6,a5,1
Nb3,Nb6,c4,g6,d4,Na4,O-O-O,c5,Bd3,cxd4,1
Nb3,Nb6,c4,Na4,Na5,O-O-O,b3,Nc5,d4,Ne6,1
e4,e5,d4,exd4,Qxd4,c5,Qd3,Qa5,Bf4,Qxa2,0
e4,d5,e5,c5,d4,c4,b3,Nb6,Bf4,Nc7,-1
O-O,g6,Nd3,b6,e4,Nc6,Na3,Bb7,b4,Bxa1,1
g3,Nc6,b3,O-O,Bb2,Nd6,d4,e6,e4,Qg5,1
Nd3,f6,Ng3,e5,f4,exf4,Nxf4,Ne6,Be3,b6,1
Nd3,Nd6,Ng3,f6,e4,b6,f3,h5,Be2,h4,-1
b4,b6,e3,e6,Nf3,Bb7,Nc3,Nf6,Be2,a6,-1
b3,b5,e3,Nd6,Bb2,f6,f4,Ne6,Nf3,g5,-1
e3,e5,Nc3,Nc6,f4,exf4,Rxf4,Nb6,O-O,Bg5,1
d4,e6,e4,f5,e5,Nc6,b3,Be7,c4,d6,-1
e4,e5,Ng3,b5,Nf3,Nf6,Bd3,Qb6,O-O,d5,-1
e4,e5,Nf3,Nf6,b4,c5,Bc3,cxb4,Bxb4,Bc5,-1
Nb3,e5,f4,e4,f5,Bf6,Nc3,Nb6,Rf4,d5,1
e4,Nb6,Nb3,Nc6,d4,e6,Nc3,d6,Be2,f5,-1
Nf3,b6,Ne3,c5,c4,Nf6,b3,Ng6,h4,Bc7,1
b3,Nf6,c4,b6,Nf3,Ne6,d4,Bxf3,exf3,c5,-1
Nc3,c5,d3,d6,f4,Nf6,Qf2,Nc6,O-O,Ng4,1
d4,d5,c3,f6,Bf4,Nc6,Nd3,Qf7,Nd2,O-O,1
d4,d5,c4,dxc4,Nfe3,f6,Nc3,c6,f3,b5,-1
c4,Nfe6,b3,c5,Bb2,b6,Ng3,Bb7,Ne3,f6,-1
Nc3,g6,Nd3,Nd6,e4,Bxc3,dxc3,f6,b3,a5,1
f4,Nc6,g3,f5,Bxc6,bxc6,Bd4,d6,b4,a5,-1
Nc3,g6,Nd3,f5,f4,Nc6,g3,Nd6,Be3,Bf7,1
Nc3,Nc6,g4,Nd6,f4,g6,Nd3,f5,g5,a5,-1
Nf3,c5,c4,b6,b3,Nf6,Ne3,Bb7,h4,Nc6,0
Nf3,Nf6,b3,h5,c4,Ne6,e4,h4,e5,Ne8,-1
O-O,g5,d3,d5,Nb3,Nb6,Nc3,Nc6,f4,g4,0
d3,Nb6,Qb4,g5,h4,Nc6,Qe4,h6,Qh7,Bg7,-1
Ne3,c6,c3,g6,g4,Bc7,Ng3,Ne6,Bc2,Qb8,1
f3,Ne6,c3,Ng6,g3,f6,f4,Nef8,Be4,d5,-1
f4,d5,Nf3,c5,O-O,Nf6,c4,dxc4,e3,Nc6,0
d4,c5,dxc5,Rxc5,e4,d6,Bc3,Nf6,Nd2,O-O,-1
Nb3,Nb6,Ng3,a5,Nxa5,Ra8,b4,e5,c3,f5,1
f4,Nb6,Nb3,Ng6,g3,f5,Bh3,e5,Bxf5,exf4,0
d4,d5,Nb3,g5,f4,Bf5,Na3,g4,c4,c6,0
d4,d5,g4,Na6,Nc3,c6,Bf3,h5,gxh5,Bh3,0
Ng3,b6,Nf3,c5,b4,f6,bxc5,Rxc5,e3,Qf7,-1
Ng3,Nf6,Nf3,Ng6,b3,Nf4,Rg1,b6,Nf5,Ne6,-1
d4,d5,Ng3,Nf6,Nf3,Ng6,h4,Qf8,h5,Nh8,-1
e4,e5,d3,d6,Bf3,Ne6,Ne2,Ng5,g3,Nxf3,-1
Nhg3,e5,e4,b6,b4,Bb7,Rb3,Nhg6,Ne3,Ne6,0
Nhg3,Nhg6,e4,e5,Ne3,b5,Qf1,Ne6,a4,bxa4,-1
b4,Ncd6,e3,f5,Bd4,Qf7,Bxa7,Rc8,Bd4,O-O,1
e3,e5,b4,Bf6,Qb5,Qe7,Nf3,d6,O-O,b6,-1
d4,f5,e3,Qf6,c4,O-O,Qe2,Qh6,f3,d5,1
h4,c5,Ncb3,b6,c3,c4,Nd4,e5,Nf5,Ne7,0
e4,d6,d4,Nf6,Bd3,e5,Nf3,exd4,Nxd4,c5,1
e4,d5,e5,d4,Nb3,Qd5,Qe2,d3,cxd3,Bf5,0
c4,b5,c5,Ngf6,b4,O-O,d3,a5,e4,axb4,1
Ngf3,b5,O-O,c5,b4,c4,Bd4,d6,c3,Ngf6,1
g4,g6,d3,a5,c4,a4,Nc2,g5,Qh3,d6,-1
g4,g5,d3,e6,Bd2,d5,Nf3,h6,Nc3,d4,-1
b4,d5,Qa3,a6,g4,d4,d3,e5,b5,Ne6,1
d4,b6,c4,g5,Nc3,d5,cxd5,c6,dxc6,Rxd4,0
Nb3,Nf6,d3,d6,g3,Bd7,Qc1,O-O,Bg2,Nb6,1
Nf3,d5,Nb3,Nd6,d3,g6,Ng5,Nf6,Bc3,h6,-1
d4,c5,d5,e6,Nc3,Be7,b3,O-O,e4,Bg5,1
e3,e6,Be2,d5,O-O,c5,b3,Nc6,c4,d4,-1
e4,e5,f3,Nd6,b3,O-O-O,Ng3,f6,Qc3,g6,1
f4,f6,Nd3,e5,e4,exf4,Nxf4,b6,Ng3,Ng6,-1
g4,d6,d4,O-O,Be4,g6,Nb3,Ba4,Bc3,Ne6,1
O-O,g5,d3,d5,g3,d4,c3,Bc6,Nb3,Bxh1,-1
d4,d5,Nf3,Nb6,Bb4,Nf6,c3,a5,Bxa5,Nc4,1
c4,c5,Nf3,d5,cxd5,Nf6,d4,cxd4,Rxc8,Qxc8,-1
e4,e5,d4,exd4,Nf3,c5,Bb5,Ng6,h4,a6,-1
e4,e5,b3,Nf6,Nf3,d5,Ng3,d4,Kb2,a5,-1
e4,e6,Nc3,b6,Nf3,Nf6,e5,Nd5,Bb5,Nxc3,1
Nf3,Nf6,c4,e6,e3,Be7,d4,O-O,Be2,b6,0
g3,a5,c4,g6,e3,a4,a3,Nde6,d4,d6,-1
Nfe3,g6,g3,c6,a4,f5,a5,Nfe6,c3,f4,0
e4,b5,d3,b4,Nd2,Nf6,Qe3,Ne6,Qxa7,Bb7,1
b4,Nf6,b5,b6,Nf3,Ng6,Ng3,e5,c4,d5,-1
c4,O-O,d4,c5,O-O,cxd4,Rxd4,Ng6,e3,f5,1
O-O,d5,c4,O-O,cxd5,b6,e4,c6,dxc6,Bxc6,-1
c4,c5,Be4,Qc7,d4,cxd4,Nb3,Ne6,Ba5,Nb6,1
Ne3,c5,c4,Be5,Be4,b6,O-O,Bxb2,Rb1,Bd4,-1
g4,d5,f4,Nb6,O-O-O,g5,f5,c5,Nb3,Bb5,1
c4,f5,Ng3,f4,Ne4,O-O-O,Ng5,Ng6,d4,h6,-1
d4,Nd6,Nd3,O-O,Qc1,e6,c4,f5,c5,Ne4,1
O-O,d5,c4,dxc4,d3,cxd3,Nxd3,Ng6,f4,c6,-1
d4,Nf6,e4,d6,e5,Be6,exf6,Bxa2,fxg7+,Kxg7,1
Nf3,d6,O-O,e5,d3,Qe6,c4,Qg6,Qa5,Nb6,-1
f4,Nd6,c3,f5,Bd4,Bd5,Bxg7,Rg8,Bxh8,Rxh8,0
f4,b6,e4,Qb7,Ng3,f6,Bf3,Ng6,Nf5,Kf7,0
e4,e5,b4,Bg5,Rb3,O-O-O,Ra3,Nhg6,f4,Nxf4,1
e4,e5,Bg4,b6,f3,Qc6,O-O-O,Ne6,Bxe6,fxe6,0
g4,Ne6,e3,Nb6,a4,g6,a5,Nc4,Qa2,Nd6,1
Nb3,d5,Ne3,e6,d4,g5,c4,dxc4,Nxc4,Nb6,-1
Nb3,Ne6,d4,Nb6,g3,g6,d5,Nd4,Bc3,c5,0
Ne3,g6,g3,Nb6,d3,f5,Nb3,Ne6,Bd2,c6,-1
c4,Ng6,f3,f5,Qc3,Nf4,Qxg7,Bxc4,g3,Bxe2,1
f4,f6,Ng3,d5,c3,c5,Nf5,Kf7,Nh4,c4,-1
g4,g6,Qh3,b6,Bxa8,Rxa8,Nd3,h6,c4,Ne6,1
g3,g5,Qh3,Nd6,Qxh7,Nc6,Ne3,O-O-O,h3,e6,1
c4,Ng6,Ng3,c5,b3,b6,d4,Nf6,d5,O-O,1
b3,d5,c4,O-O,Ng3,dxc4,Qxc4,c5,Nf3,Nf6,-1
f4,f5,c3,Nab6,Nc2,Nd6,d3,e6,c4,Ndc8,-1
e4,f5,exf5,c6,Bh5+,g6,fxg6,Qe5+,Be2,hxg6,-1
f4,Nb6,g3,f5,Nb3,g6,e4,fxe4,Bxe4,Bf6,1
f4,Nb6,g3,f5,Nb3,g6,Nd3,d6,e4,c5,-1
b3,g6,d4,Bg7,g4,d6,Ne3,Ne6,Bb2,Ng5,1
d3,b6,g3,Bb7,Bxb7,Qxb7,Nf3,Ne6,a3,g5,0
f4,f5,Bxa7,Bxa2,Nf3,g6,O-O,Nb6,Bxb8,Qxb8,1
b3,g6,f4,b6,Qa3,a5,g3,f5,Nd3,c5,-1
d4,d5,c4,dxc4,Nf3,c6,O-O,Ne6,Qc3,b5,1
d4,d5,Ne3,Nf6,Nf3,Be6,c3,c6,b3,O-O,-1
c4,c5,Nf3,Ne6,Ne3,b6,Bf5,Nh6,Bc2,Nd4,1
Nf3,Nf6,c4,c5,b3,b6,Ne3,Ne6,Bf5,Bf4,-1
b4,b6,e3,Ngf6,Rb3,Bd5,c4,Bb7,Ngf3,g6,1
b3,b5,f3,f6,Qf2,e5,Qxa7,Bb7,Nd3,Ra8,-1
c4,b6,d4,c5,d5,e6,b3,exd5,cxd5,Ng6,1
b3,c5,c4,b6,Nde3,e6,Ng4,d5,cxd5,exd5,-1
d4,d5,Bf4,Nf6,c3,Nh5,Be3,Nb6,Nd3,Nc4,0
d4,c6,c4,f6,Bd3,d5,c5,e5,f3,Qf7,-1
b4,b6,Ng3,e6,e4,Ng6,Rb3,Bb7,f4,Bh4,1
b4,b5,Bd4,a5,e3,e5,Bxe5,axb4,Be2,f6,-1
d4,f6,c4,c6,f3,Bc7,Be3,Nb6,b3,Bf7,1
f3,d5,Nb3,c6,c3,f6,Bd3,b6,Bf2,Nd6,-1
b3,f5,f4,Bd5,c4,g6,Bd4,Bxd4,Qxd4,Be4,-1
f4,g6,g3,f5,Nd3,Nc6,Nc3,Bg7,Bg2,O-O-O,-1
Nc3,e5,e4,f6,g3,Nb6,Nb3,Nc6,f4,Bf7,-1
e4,Nc6,Nb3,e5,f3,g6,Nc5,Nd6,Nc3,f5,-1
f4,Nb6,f5,g6,g4,gxf5,gxf5,Nc6,c4,f6,1
Nb3,c5,f4,d6,g3,f5,d4,b6,Nc3,Nc7,-1
d3,g6,g4,Bg7,Be3,Nb6,a4,Nxa4,Qa5,Nb6,1
d3,d5,g4,Nb6,Bf4,Qd7,Qd2,Ne6,Bg3,g6,-1
c4,c6,O-O,Ng6,f4,Qb6+,e3,Qxb2,Nb3,d5,1
c4,c6,Bxh7,Bxh2,Bxg8,Kxg8,d3,d5,Nb3,e6,-1
g3,e5,c3,g6,e4,Nb6,Ne3,Bg7,O-O-O,f6,1
g3,c6,f4,e5,f5,d5,e4,f6,Nb3,d4,0
e3,b6,c4,c5,b3,Bc6,O-O,Bc7,d4,cxd4,1
b4,b6,c4,e6,a3,c5,Bc3,O-O,bxc5,bxc5,-1
d4,d5,Nf3,g6,Bf4,Bg7,Nb3,Nf6,h3,Nb6,1
d4,d5,g3,Bf5,Nb3,Nf6,Nf3,Ne4,Bg2,Qc8,-1
e4,e5,Bc4,Bc5,d3,d6,Be3,Bb6,a4,Be6,1
d4,e5,dxe5,d6,exd6,Bxd6,Nc3,f5,g3,Nf6,-1
c3,g6,f4,f5,e4,fxe4,Qxe4,d6,Qd3,Bd7,1
g4,c6,f4,g6,Bg3,f5,gxf5,gxf5,Bg2,e5,-1
d4,b5,e3,f6,c3,c6,Nd3,Nb6,b3,Bf7,0
d4,d5,c3,e6,Nb3,c6,Nd3,f5,h3,Bf7,-1
Ng3,Ne6,c4,c5,Nc3,Nf4,Be4,g6,e3,f5,1
Ng3,c5,c4,Ne6,Ne3,f6,f3,g6,Nd5,Nf4,-1
e3,b6,O-O,c5,Ng3,Ng6,Qh5,e6,b3,Qh4,1
e3,e5,Qh5,b6,c4,Ng6,b3,d5,Bc3,dxc4,-1
f4,f6,e4,e5,Nh3,Nc6,Nc3,Bc5,Bc4,Nge7,1
e4,e5,Nf3,Nf6,b4,Nc6,a3,a5,Bc4,axb4,0
d4,d5,Nd2,e6,e3,Bd7,c4,b6,Nf3,c5,0
d4,f5,e3,e6,Be2,Be7,c4,Na6,Bc3,O-O,-1
f4,f6,Nc3,e5,fxe5,fxe5,e4,Ne6,Ne3,Nd4,0
e4,e5,Ne3,d6,Nc3,Ne6,Qf1,Bd7,Qc4,Nc6,-1
d4,d5,f3,Nc6,e3,e5,Nb3,Nb6,Bd3,f5,1
e4,e5,Nb3,Nc6,Ne3,d6,d3,Bd7,c4,Be7,0
f4,f6,c3,c6,Bd3,Ng6,g3,Bc7,Be3,e5,1
Ng3,f5,f4,c6,c3,g6,Bd4,Bc4,Ne3,Ba6,-1
Nfe3,g6,d3,f5,c4,d6,Bd2,Qf7,Nc3,Nfe6,1
g4,d6,Be4,Nd7,d4,e5,f3,exd4,Qxd4,g6,-1
d4,d5,O-O,Qf5,Nc3,g6,f3,Bf6,Nb3,Bc6,0
d4,d5,g3,Nb6,Nb3,Bd7,Bg2,O-O,Bd2,Nc6,-1
e4,e5,Nc3,Bg5,g3,Qd6,f4,exf4,Nb5,Qh6,1
e4,e5,f4,exf4,Qxf4,Ng6,Qf5,Re5,Qf1,Nc6,-1
Nf3,g6,d3,d5,Bd2,Bg7,O-O,Bc6,Nc3,d4,0
g3,Nc6,d3,d6,Bc3,Bd7,Bg2,Nf6,h3,O-O,-1
g4,f5,Nab3,g5,Qh3,fxg4,Rxg4,Nab6,Nc5,Nd6,1
g4,Nab6,f4,f5,Nab3,Nd6,g5,O-O-O,Nc5,c6,-1
e4,g6,Nd3,b6,e5,Qh6,h3,Bg7,O-O-O,Bb7,1
g3,e5,b3,Nd6,Qh3,h6,Nd3,e4,Ne5,O-O-O,-1
e4,d5,e5,Bf5,d4,e6,Bd3,Ne7,Ngf3,Qd7,1
e4,d5,e5,c5,d4,e6,Qf3,f6,dxc5,Bxc5,-1
Ne3,e5,O-O,d6,c4,Nb6,d3,Be6,f4,exf4,1
e4,d6,d3,c5,Be3,Be6,Nb3,Qa4,a3,b5,-1
d4,d5,e4,Qb5+,Be2,Qa4,Bd3,Qxd4,Nf3,Qc5,0
c4,c5,Nc3,d6,Nf3,Nf6,Ba4,Bd7,Bxd7,Qxd7,-1
d4,c5,O-O,Ng6,d5,Bf4,e3,Bc7,c4,d6,1
Ng3,c5,c3,Ng6,d4,c4,h4,Nxh4,Rh1,Ng6,0
f4,b6,Nc3,e6,e4,Bb7,Qe3,Nf6,Be2,Nc6,1
b3,d5,e3,e6,Bb2,Be7,Nf3,Nd6,Nc3,Nc6,-1
e4,e5,f3,f6,Be3,Nc6,Nb3,Nb6,Nc3,O-O-O,1
f4,Nd6,Nc3,f5,Nd3,b5,a3,a5,b3,Bf7,-1
f4,Nb6,Nc3,f6,e4,g6,Be2,Nc6,Nb3,Bh6,1
Nc3,Nc6,f4,f5,g3,b5,Bg2,b4,Nd5,Qa6,-1
f4,e5,fxe5,Qxe5,e4,Nc6,Nc3,Ng6,Bg4,f6,1
f4,Nc6,e4,f5,exf5,Rxf5,Ng3,Ra5,Nc3,Rb8,-1
f4,f5,g3,g6,Nd3,Nb6,e4,Bg7,Nc3,Nc6,1
f4,g6,g3,f5,Nb3,e5,Bg2,e4,Bc5,d6,-1
d4,b6,Ne3,d5,b3,c5,c4,dxc4,dxc5,cxb3,0
d4,d5,c3,b6,Nd3,Nd6,Bc2,Bb5,Ne3,a5,-1
b3,b6,Ngf3,Qa6,Nd3,Ngf6,O-O,g6,a4,Nd6,1
b3,b6,Qa3,Nd6,Ngf3,Nf6,Ne5,O-O,N1f3,c5,-1
d4,g6,g3,Bg7,e4,d6,Nb3,Nb6,Bg2,e5,1
g3,d5,e4,dxe4,Bxe4,Nb6,Nb3,g6,d3,Qd6,-1
g3,d5,d4,g6,c4,Bc6,c5,e5,Nc2,e4,1
g3,d5,d4,Bc6,Nb3,O-O,Bb4,Nb6,Na5,Nc4,-1
Ng3,f5,d4,f4,Ne4,b6,Nc3,Kb7,a4,a5,1
a4,d5,a5,Bb5,Na2,Ng6,Nc3,Bc6,f4,e6,-1
e4,g6,Nb3,Bg7,d4,O-O,Bd3,c6,O-O,Nb6,1
d4,d5,h4,Nb6,h5,h6,Nd3,Bf5,Ne5,e6,-1
O-O,O-O,e3,b6,d4,Nd6,Nd3,e6,b3,f5,1
O-O,O-O,Nd3,b6,e4,Nd6,e5,Nf5,b4,e6,-1
Ng3,Ng6,d4,Nb6,Nb3,d5,f4,c6,Qf2,f5,1
d4,Ng6,Ng3,Nb6,e4,c6,c4,d5,c5,Nd7,1
b3,O-O,O-O,b6,Nd3,Ng6,e4,d5,exd5,Qxd5,1
O-O,O-O,Ng3,Ng6,b3,b6,c4,e6,e4,c5,-1
O-O,O-O,Nb3,d6,d3,b5,f4,Nb6,f5,c5,1
Nc3,O-O,d4,Nc6,d5,Ne5,O-O,Nb6,e4,d6,-1
Nb3,d5,d4,Qd6,g3,Bb5,e4,O-O-O,Ne3,Qh6,1
d4,Nb6,Qd3,d5,Bb4,g6,O-O-O,e5,Nd2,Ne6,-1
Nc3,c5,f4,f5,Nb3,d6,e4,Nc6,exf5,Qf7,1
c4,Nc6,f4,e6,Qf2,Bf6,Nc3,h5,e3,h4,-1
Ne3,Nf6,Nf3,Re8,c4,O-O,b3,b6,h4,c5,1
Nf3,Ne6,Re1,Nf6,c4,b6,O-O,c5,b3,Re8,-1
O-O,Nd6,d3,O-O,Ng3,f5,f4,b5,b4,e6,1
e4,O-O,O-O,Ng6,f4,e6,Nd3,b6,Bf3,d6,-1
b3,Ngf6,Ngf3,O-O,O-O,d6,e3,b5,c4,e5,0
Ngf3,Ngf6,O-O,b5,b3,O-O,c4,Qa6,cxb5,Rxb5,0
d4,d5,O-O,Nb6,Nc3,O-O,Nb3,f6,Nc5,e5,1
c4,O-O,d4,d6,O-O,Nb6,Nb3,g6,g3,Nc6,-1
Nd3,O-O,O-O,e5,e4,Nc6,Nc3,g6,b3,Bg7,1
O-O,O-O,Nd3,b6,e4,Nc6,b4,f6,Nc3,Nd6,1
Ng3,Nf6,Nf5,Rg8,d4,d5,c3,Ng6,Nf3,c6,1
Ng3,Nf6,Nf5,Rg8,d4,Ng6,Nf3,b6,c4,d5,-1
d3,Nb6,Qa5,d6,Be3,Ra8,Nb3,Ne6,g3,g6,1
d4,Nb6,Ne3,d6,Nb3,Qa4,Qa5,Qxa5,Nxa5,g5,-1
Ne3,f5,g4,Nc6,Nb3,f4,Nf5,Qf7,d3,h5,1
